name, gs_email, as_pc_chair, as_pc, as_session_chair, as_panelist, as_keynote_speaker, as_author, pc_chairs, pcs, session_chairs, panels, keynotes, papers, gender, country, sector, npubs, hindex, hindex5y, i10index, i10index5y, citedby
"Nguyen, Manh-Dung", @cea.fr, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_144, M, FR, GOV, 3, 1, 1, 0, 0, 7
"Nguyen, Nhan", , 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_005, M, , , , , , , , 
"Nguyen, Phuong", @illinois.edu, 0, 0, 0, 0, 0, 2, , , , , , "CCGrid_17_002, ICAC_17_007", M, US, EDU, 9, 3, 3, 2, 2, 57
"Nguyen, Quoc Viet Hung", @griffith.edu.au, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_008, M, AU, EDU, 99, 13, 13, 17, 16, 511
"Nguyen, Tam", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_031, M, , , , , , , , 
"Nguyen, Tan", , 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_010, , , , , , , , , 
"Nguyen, Thu D.", @cs.rutgers.edu, 0, 2, 0, 0, 0, 1, , "IGSC, MASCOTS", , , , MICRO_17_045, M, US, EDU, 98, 31, 19, 55, 31, 4203
"Nguyen, Tien", @utdallas.edu, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_019, M, US, EDU, 922, 45, 35, 168, 124, 6876
"Nguyen, Tri P.", @mymail.vcu.edu, 0, 0, 0, 0, 0, 2, , , , , , "SIGMETRICS_17_022, ICDM_17_065", , US, EDU, 6, 2, 2, 0, 0, 8
"Nguyen, Tu Dinh", @deakin.edu.au, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_056, M, AU, EDU, 36, 8, 8, 6, 6, 171
"Nguyen, Vu", @deakin.edu.au, 0, 0, 0, 0, 0, 2, , , , , , "ICDM_17_012, ICDM_17_056", M, AU, EDU, 38, 6, 6, 2, 2, 111
"Ni, Fan", @mavs.uta.edu, 0, 0, 0, 0, 0, 2, , , , , , "SYSTOR_17_003, SOCC_17_003", M, US, EDU, 11, 3, 3, 1, 1, 23
"Ni, Jingchao", @psu.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_005, M, US, EDU, 9, 3, 3, 2, 2, 38
"Ni, Karl", , 0, 0, 1, 0, 0, 0, , , KDD, , , , M, , , , , , , , 
"Ni, Peng", , 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_050, , , , , , , , , 
"Ni, Ray", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, , , , , , , , , 
"Ni, Xiang", @ibm.com, 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_044, Cluster_17_015", F, , COM, 19, 8, 8, 8, 8, 290
"Ni, Yunzhe", , 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_014, M, , , , , , , , 
"Niaki, Arian Akhavan", @cs.umass.edu, 0, 0, 0, 0, 0, 2, , , , , , "IMC_17_009, CoNEXT_17_022", M, US, EDU, 3, 1, 1, 0, 0, 4
"Niazi, Salman", @kth.se, 0, 0, 0, 0, 0, 1, , , , , , FAST_17_007, M, SE, EDU, 7, 4, 4, 2, 2, 40
"Nichols, Lawton", @cs.ucsb.edu, 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_013, M, US, EDU, 2, 1, 1, 0, 0, 6
"Nicholson, Patrick", @cs.uwaterloo.ca, 0, 0, 0, 0, 0, 1, , , , , , PODC_17_018, M, CA, EDU, 42, 8, 8, 7, 6, 177
"Nicholson, Todd", , 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_002, M, , , , , , , , 
"Nicod, Jean-Marc", , 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_055, M, , , , , , , , 
"Nicol, David", @illinois.edu, 1, 0, 1, 0, 0, 0, MASCOTS, , MASCOTS, , , , M, US, EDU, 417, 51, 25, 165, 76, 9018
"Nicolae, Bogdan", @acm.org, 0, 5, 0, 0, 0, 1, , "SC, ICPP, Cluster, HPDC, CCGrid", , , , CCGrid_17_003, M, , , 59, 14, 12, 21, 17, 751
"Nicolau, Alexandru", , 0, 0, 0, 0, 0, 1, , , , , , IISWC_17_028, M, , , , , , , , 
"Nicolet, Victor", , 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_042, M, , , , , , , , 
"Nicopoulos, Chrysostomos", @ucy.ac.cy, 0, 1, 0, 0, 0, 0, , HiPC, , , , , M, CY, EDU, 108, 20, 20, 34, 32, 2688
"Nie, Bin", @email.wm.edu, 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_003, F, US, EDU, 3, 2, 2, 1, 1, 19
"Nie, Feiping", @mails.tsinghua.edu.cn, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, CN, EDU, 242, 46, 44, 133, 130, 7279
"Nie, Jian-Yun", @iro.umontreal.ca, 0, 1, 1, 0, 0, 1, , SIGIR, SIGIR, , , SIGIR_17_055, M, CA, EDU, 248, 41, 26, 102, 63, 7583
"Nie, Jiangtian", , 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_015, M, , , , , , , , 
"Nie, Liqiang", @sdu.edu.cn, 0, 1, 0, 0, 0, 5, , SIGIR, , , , "SIGIR_17_019, SIGIR_17_034, SIGIR_17_046, SIGIR_17_059, SIGIR_17_066", M, CN, EDU, 90, 20, 20, 32, 31, 1185
"Nie, Zaiqing", @microsoft.com, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, , COM, 94, 22, 16, 42, 30, 2421
"Nieh, Jason", @cs.columbia.edu, 0, 2, 0, 0, 0, 3, , "NSDI, MobiCom", , , , "ATC_17_017, Middleware_17_007, SOSP_17_013", M, US, EDU, 165, 39, 25, 81, 59, 5544
"Nieke, Christian", MISSING, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_026, M, , , 7, 3, 3, 0, 0, 17
"Nielsen, Jesper Buus", @cs.au.dk, 0, 0, 0, 0, 0, 3, , , , , , "NDSS_17_029, CCS_17_001, CCS_17_140", M, DK, EDU, 85, 29, 24, 55, 48, 4188
"Nieuwpoort, Rob Van", @esciencecenter.nl, 0, 1, 0, 0, 0, 0, , EuroPar, , , , , M, NL, GOV, 106, 26, 16, 47, 28, 3205
"Nigade, Vinod", @webbtraders.nl, 0, 0, 0, 0, 0, 1, , , , , , EuroSys_17_032, M, , COM, 3, 1, 1, 0, 0, 2
"Nijssen, Siegfried", @uclouvain.be, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, BE, EDU, 130, 23, 19, 47, 39, 2910
"Nikas, Konstantinos", @cslab.ece.ntua.gr, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_001, M, GR, EDU, 15, 6, 6, 3, 1, 88
"Nikdast, Mahdi", @colostate.edu, 0, 1, 1, 0, 0, 0, , IGSC, IGSC, , , , M, US, EDU, 54, 15, 15, 19, 19, 653
"Nikiforakis, Nick", @cs.stonybrook.edu, 0, 1, 1, 0, 0, 6, , CCS, CCS, , , "NDSS_17_019, CCS_17_010, CCS_17_036, CCS_17_059, SP_17_046, SP_17_058", M, US, EDU, 53, 17, 17, 28, 28, 1154
"Nikl, Vojtech", , 0, 0, 0, 0, 0, 1, , , , , , ISC_17_020, M, , , , , , , , 
"Nikolakopoulos, Yiannis", @chalmers.se, 0, 1, 0, 0, 0, 0, , EuroPar, , , , , M, SE, EDU, 18, 5, 5, 2, 2, 86
"Nikolaus, Paul", , 0, 0, 0, 0, 0, 1, , , , , , SIGMETRICS_17_024, M, , , , , , , , 
"Nikolic, Jovan", , 0, 0, 0, 0, 0, 1, , , , , , ICAC_17_010, M, , , , , , , , 
"Nikolic, Milos", @cs.ox.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_017, M, UK, EDU, 17, 6, 6, 4, 4, 133
"Nikolopoulos, Dimitrios S.", @qub.ac.uk, 0, 5, 0, 0, 0, 2, , "IPDPS, ICPP, ISPASS, Cluster, CCGrid", , , , "SC_17_024, ICPP_17_019", M, UK, EDU, 245, 29, 19, 81, 47, 2857
"Nikovski, Daniel", @merl.com, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_038, M, , COM, 157, 17, 12, 26, 18, 1051
"Nikravesh, Ashkan", @umich.edu, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_011, M, US, EDU, 11, 5, 5, 5, 5, 242
"Nilges, Tobias", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_140, M, , , , , , , , 
"Nilizadeh, Shirin", @cs.ucsb.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_072, F, US, EDU, 9, 6, 6, 5, 5, 250
"Ning, Lin", , 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_023, , , , , , , , , 
"Ning, Xia", @u.northwestern.edu, 0, 1, 1, 0, 0, 0, , ICDM, ICDM, , , , F, US, EDU, 5, 2, 2, 2, 2, 103
"Nisbet, Andy", @manchester.ac.uk, 0, 0, 0, 0, 0, 3, , , , , , "VEE_17_006, VEE_17_018, ISPASS_17_001", , UK, EDU, 61, 12, 9, 16, 8, 601
"Nishihara, Robert", @eecs.berkeley.edu, 0, 0, 0, 0, 0, 1, , , , , , HotOS_17_006, M, US, EDU, 9, 5, 5, 5, 5, 142
"Nishimura, Shoji", @bk.jp.nec.com, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_016, M, , COM, 29, 5, 5, 5, 5, 368
"Nishtala, Rajiv", @bsc.es, 0, 0, 0, 0, 0, 1, , , , , , HPCA_17_030, M, ES, GOV, 6, 2, 2, 0, 0, 8
"Nissim, Kobbi", @georgetown.edu, 0, 0, 0, 0, 0, 1, , , , , , PODS_17_008, , US, EDU, 91, 32, 27, 50, 42, 9564
"Nita-Rotaru, Cristina", @neu.edu, 0, 2, 0, 0, 0, 2, , "PODC, SP", , , , "IMC_17_018, SP_17_048", F, US, EDU, 202, 30, 24, 56, 42, 4387
"Nitto, Elisabetta Di", @elet.polimi.it, 0, 1, 0, 0, 0, 0, , ICAC, , , , , F, IT, EDU, 213, 32, 23, 70, 50, 5682
"Nitto, Vittoria De", , 0, 0, 1, 0, 0, 0, , , ICPE, , , , F, , , , , , , , 
"Nitu, Vlad", , 0, 0, 0, 0, 0, 2, , , , , , "EuroSys_17_004, VEE_17_001", M, , , , , , , , 
"Niu, Ben", @microsoft.com, 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_035, , , COM, 11, 6, 6, 4, 4, 222
"Niu, Chao", , 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_013, , , , , , , , , 
"Niu, Di", @ualberta.ca, 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_027, , CA, EDU, 47, 13, 13, 15, 13, 970
"Niu, Dimin", @ssi.samsung.com, 0, 1, 0, 0, 0, 1, , HiPC, , , , MICRO_17_025, M, , COM, 48, 12, 12, 16, 16, 818
"Niu, Xing", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_007, M, , , , , , , , 
"Nix, Kathy", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, F, , , , , , , , 
"Nizzardo, Luca", @imdea.org, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_015, M, ES, EDU, 6, 3, 3, 3, 3, 49
"Njilla, Laurent", @us.af.mil, 0, 0, 0, 0, 0, 2, , , , , , "CCGrid_17_048, CCGrid_17_049", M, US, GOV, 20, 3, 3, 0, 0, 11
"Noaje, Gabriel", , 0, 1, 0, 0, 0, 0, , ISC, , , , , M, , , , , , , , 
"Noel, Ridwan Rashid", @my.utsa.edu, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_006, M, US, EDU, 4, 2, 2, 0, 0, 12
"Nof, Ariel", @biu.ac.il, 0, 0, 0, 0, 0, 2, , , , , , "CCS_17_017, SP_17_034", M, IL, EDU, 6, 3, 3, 3, 3, 57
"Nogin, Aleksey", @hrl.com, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_004, M, , COM, 49, 12, 6, 16, 4, 421
"Noh, Sam H.", @unist.ac.kr, 0, 3, 0, 0, 0, 4, , "SYSTOR, MASCOTS, FAST", , , , "ASPLOS_17_007, HotStorage_17_013, ISPASS_17_017, FAST_17_018", M, KR, EDU, 254, 24, 17, 40, 28, 3478
"Noll, Albert", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_029, M, , , , , , , , 
"Nolte, Thomas", @mdh.se, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_077, M, SE, EDU, 367, 28, 22, 71, 51, 2726
"Nonaka, Jorji", MISSING, 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, , , 47, 7, 4, 4, 1, 160
"Noormohammadpour, Mohammad", @usc.edu, 0, 0, 0, 0, 0, 1, , , , , , HotCloud_17_015, M, US, EDU, 7, 1, 1, 1, 1, 14
"Nori, Aditya", @microsoft.com, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_020, M, , COM, 102, 23, 22, 33, 32, 2155
"Noroozian, Arman", @tudelft.nl, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_035, M, NL, EDU, 10, 4, 4, 2, 2, 47
"Norrie, Thomas", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, M, , , , , , , , 
"Norris, Boyana", @cs.uoregon.edu, 0, 1, 1, 0, 0, 3, , SC, SC, , , "ICPP_17_053, Cluster_17_011, HPCC_17_004", F, US, EDU, 165, 22, 12, 36, 17, 1618
"North, Chris", @vt.edu, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_002, M, US, EDU, 263, 46, 34, 109, 83, 6954
"Norton, Robert", , 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_039, M, , , , , , , , 
"Notay, Yvan", @ulb.ac.be, 0, 1, 0, 0, 0, 0, , EuroPar, , , , , M, BE, EDU, 118, 27, 16, 49, 22, 2314
"Nou, Ramon", @bsc.es, 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, ES, GOV, 47, 9, 8, 8, 6, 614
"Nourian, Marziyeh", @ncsu.edu, 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_035, F, US, EDU, 4, 2, 2, 1, 1, 19
"Novick, David", @utep.edu, 0, 0, 0, 0, 0, 1, , , , , , SP_17_033, M, US, EDU, 170, 22, 12, 48, 14, 1987
"Nowatzki, Tony", @cs.ucla.edu, 0, 1, 0, 0, 0, 1, , MICRO, , , , ISCA_17_032, M, US, EDU, 38, 10, 8, 11, 7, 355
"Ntoulas, Alexandros", @linkedin.com, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, US, COM, 55, 18, 15, 29, 21, 2869
"Ntoutsi, Eirini", @l3s.de, 0, 1, 0, 1, 0, 0, , KDD, , ICDM, , , F, DE, EDU, , , , , , 
"Nuessle, Mondrian", , 0, 1, 0, 0, 0, 0, , HotI, , , , , M, , , , , , , , 
"Nugent, Peter", @lbl.gov, 0, 0, 0, 0, 0, 2, , , , , , "SIGMOD_17_080, CCGrid_17_007", M, US, GOV, 1120, 77, 64, 237, 203, 41401
"Nukada, Akira", @matsulab.is.titech.ac.jp, 0, 0, 0, 0, 0, 2, , , , , , "ICPP_17_011, ICPP_17_044", M, JP, EDU, 103, 17, 14, 20, 17, 1321
"Nuseibeh, Bashar", @open.ac.uk, 0, 1, 0, 0, 0, 0, , ICAC, , , , , M, UK, EDU, 352, 52, 32, 128, 93, 12483
"Nutanong, Sarana", @cityu.edu.hk, 0, 0, 1, 0, 0, 1, , , HPCC, , , HotCloud_17_002, M, HK, EDU, , , , , , 
"Nykiel, Tomasz", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_006, M, , , , , , , , 
"Németh, Gábor", , 0, 0, 0, 0, 0, 1, , , , , , HotCloud_17_012, M, , , , , , , , 
"Nürnberger, Stefan", @cs.uni-saarland.de, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_061, M, DE, EDU, 25, 8, 8, 8, 8, 680
"O'Brien, Kevin", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_021, M, , , , , , , , 
"O'Brien, Thomas", , 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_002, M, , , , , , , , 
"O'Callahan, Robert", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_029, M, , , , , , , , 
"O'Connor, Brendan", @cs.umass.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_066, M, US, EDU, 53, 17, 16, 20, 19, 5686
"O'Connor, Mark", , 0, 1, 0, 0, 0, 0, , SC, , , , , M, , , , , , , , 
"O'Connor, Mike", @nvidia.com, 0, 1, 0, 0, 0, 3, , ISCA, , , , "SC_17_027, SIGMETRICS_17_015, MICRO_17_007", M, , COM, 141, 28, 19, 56, 35, 3358
"O'Donnell, Ryan", @cs.cmu.edu, 0, 0, 0, 0, 0, 1, , , , , , SPAA_17_001, M, US, EDU, 105, 33, 25, 53, 50, 3495
"O'Flynn, Colin", @newae.com, 0, 0, 0, 0, 0, 1, , , , , , SP_17_024, M, , COM, 23, 8, 8, 6, 6, 361
"O'Keefe, Christine", @csiro.au, 0, 1, 0, 0, 0, 0, , ICDM, , , , , F, AU, GOV, 140, 26, 16, 53, 22, 1846
"O'Keeffe, Dan", @imperial.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_022, M, UK, EDU, 13, 7, 6, 5, 3, 168
"O'Leary, Gerard", @mail.utoronto.ca, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_030, M, CA, EDU, 1, 0, 0, 0, 0, 0
"O'Neill, Joe", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_003, M, , , , , , , , 
"Oancea, Cosmin", @diku.edu, 0, 1, 0, 0, 0, 1, , PPoPP, , , , PLDI_17_022, M, US, EDU, 37, 12, 8, 13, 7, 337
"Oard, Douglas", @umd.edu, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, US, EDU, 359, 44, 25, 141, 80, 7071
"Oates, Tim", , 0, 2, 0, 0, 0, 0, , "KDD, ICDM", , , , , M, , , , , , , , 
"Oberlin, Steve", , 0, 0, 0, 1, 0, 0, , , , SC, , , M, , , , , , , , 
"Oblomov, Sergey", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_057, , , , , , , , , 
"Obradovic, Zoran", @temple.edu, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, US, EDU, 382, 52, 41, 133, 90, 19640
"Oden, Lena", @anl.gov, 0, 2, 0, 0, 0, 2, , "ISC, HPCC", , , , "SC_17_057, CCGrid_17_038", F, US, GOV, 17, 6, 6, 4, 4, 95
"Odersky, Martin", @epfl.ch, 0, 0, 0, 0, 1, 1, , , , , PLDI, PLDI_17_030, M, CH, EDU, 292, 49, 34, 124, 79, 10276
"Odor, Gergely", @mit.edu, 0, 0, 0, 0, 0, 1, , , , , , PPoPP_17_025, M, US, EDU, 7, 2, 2, 1, 0, 23
"Ogata, Kazunori", @jp.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_027, M, JP, COM, 29, 9, 7, 9, 6, 312
"Ogus, Aaron", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_041, M, , , , , , , , 
"Oh, Chanyoung", @uos.ac.kr, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_046, , KR, EDU, 5, 2, 2, 1, 1, 17
"Oh, Hakjoo", @korea.ac.kr, 0, 0, 0, 0, 0, 3, , , , , , "OOPSLA_17_010, OOPSLA_17_012, SP_17_055", M, KR, EDU, 37, 8, 8, 7, 7, 219
"Oh, Heekuck", , 0, 1, 0, 0, 0, 0, , CCGrid, , , , , M, , , , , , , , 
"Oh, Kwangsung", @cs.umn.edu, 0, 0, 0, 0, 0, 1, , , , , , SYSTOR_17_016, M, US, EDU, 3, 2, 2, 1, 1, 24
"Oh, Sangyoon", @ajou.ac.kr, 0, 0, 1, 0, 0, 1, , , ICPP, , , ICPP_17_021, M, KR, EDU, 94, 11, 7, 14, 5, 531
"Oh, Seogchan", @gm.com, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, , COM, 56, 15, 13, 17, 14, 834
"Oh, Seongyeol", @kaeri.re.kr, 0, 0, 0, 0, 0, 1, , , , , , SP_17_049, , KR, GOV, 5, 2, 2, 2, 2, 34
"Oh, Sukwon", @mail.utoronto.ca, 0, 0, 0, 0, 0, 1, , , , , , HotOS_17_007, M, CA, EDU, 3, 1, 1, 1, 1, 31
"Oh, Taewook", @fb.com, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_025, , , COM, 20, 8, 7, 7, 6, 366
"Oh, Young H.", @skku.edu, 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_006, M, US, EDU, 6, 3, 3, 0, 0, 10
"Ohara, Kazuma", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_034, M, , , , , , , , 
"Ohara, Moriyoshi", @jp.ibm.com, 0, 1, 0, 0, 0, 2, , VEE, , , , "IPDPS_17_045, ISPASS_17_015", M, JP, COM, 56, 10, 8, 10, 7, 4793
"Ohmann, Peter", @cs.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_015, , US, EDU, 11, 3, 3, 1, 1, 36
"Ohrimenko, Olga", MISSING, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_092, F, , , 39, 11, 11, 12, 12, 804
"Ohsaka, Naoto", @is.s.u-tokyo.ac.jp, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_084, , JP, EDU, 9, 3, 3, 1, 1, 40
"Ohshima, Satoshi", , 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, , , , , , , , 
"Okhravi, Hamed", @mit.edu, 0, 1, 1, 0, 0, 1, , CCS, CCS, , , NDSS_17_062, M, US, EDU, 41, 14, 14, 18, 17, 643
"Olejnik, Katarzyna", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_042, F, , , , , , , , 
"Oleksenko, Oleksii", @tu-dresden.de, 0, 0, 0, 0, 0, 1, , , , , , EuroSys_17_016, M, DE, EDU, 10, 2, 2, 0, 0, 10
"Oleksiak, Ariel", @man.poznan.pl, 0, 1, 0, 0, 0, 0, , CCGrid, , , , , M, PL, EDU, 77, 17, 14, 24, 18, 795
"Oliker, Leonid", @lbl.gov, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_035, , US, GOV, 222, 40, 28, 92, 62, 5898
"Oliveira, Bruno C. D. S.", @cs.hku.hk, 0, 0, 0, 0, 0, 2, , , , , , "OOPSLA_17_061, SLE_17_002", , HK, EDU, 68, 16, 15, 22, 19, 807
"Oliveira, Daniel", @inf.ufrgs.br, 0, 0, 0, 0, 0, 2, , , , , , "SC_17_019, HPCA_17_044", M, BR, EDU, 21, 6, 6, 5, 5, 113
"Oliveira, Rui", @di.uminho.pt, 0, 3, 0, 0, 0, 2, , "CLOUD, EuroPar, Middleware", , , , "SYSTOR_17_011, ICPE_17_024", M, PT, EDU, 116, 19, 11, 36, 14, 1267
"Oliveira, Tiago", @inesctec.pt, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_112, M, PT, EDU, 2, 1, 1, 0, 0, 4
"Oliveira, Tiago", , 0, 0, 0, 0, 0, 1, , , , , , Middleware_17_011, M, , , , , , , , 
"Oliverio, Marco", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_032, M, , , , , , , , 
"Olivetti, Dennis", , 0, 0, 0, 0, 0, 1, , , , , , SPAA_17_015, M, , , , , , , , 
"Olivier, Pierre", @vt.edu, 0, 0, 0, 0, 0, 2, , , , , , "VEE_17_001, HotOS_17_018", M, US, EDU, 30, 5, 5, 2, 2, 84
"Olivier, Stephen L.", @sandia.gov, 0, 2, 1, 0, 0, 2, , "IPDPS, HPCC", IPDPS, , , "IPDPS_17_093, IGSC_17_010", M, US, GOV, 37, 12, 12, 14, 13, 669
"Olschanowsk, Catherine", , 0, 1, 0, 0, 0, 0, , ICPP, , , , , F, , , , , , , , 
"Olson, Lena E.", @cs.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_012, F, US, EDU, 14, 3, 3, 0, 0, 22
"Olson, Luke", @illinois.edu, 0, 1, 0, 0, 0, 1, , IPDPS, , , , HPDC_17_011, M, US, EDU, 81, 14, 13, 20, 16, 772
"Olteanu, Dan", @cs.ox.ac.uk, 1, 0, 1, 0, 0, 0, SIGMOD, , SIGMOD, , , , M, UK, EDU, 83, 28, 22, 42, 35, 3110
"Olukotun, Kunle", @stanford.edu, 0, 2, 1, 0, 0, 2, , "PPoPP, ISCA", ISCA, , , "ISCA_17_030, ISCA_17_043", M, US, EDU, 221, 57, 39, 116, 80, 15071
"Omarov, Batyrkhan", @iitu.kz, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_008, M, KZ, EDU, 16, 5, 5, 0, 0, 50
"Omernick, Mark", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, M, , , , , , , , 
"Omidvar, Hamed", , 0, 0, 0, 0, 0, 1, , , , , , PODC_17_035, M, , , , , , , , 
"Onder, Soner", @mtu.edu, 0, 1, 0, 0, 0, 0, , HPCA, , , , , M, US, EDU, 39, 11, 5, 11, 2, 490
"Ong, Kevin", @rmit.edu.au, 0, 0, 0, 0, 0, 1, , , , , , SIGIR_17_030, M, AU, EDU, 9, 4, 4, 0, 0, 27
"Ong, Kian Win", @cs.ucsd.edu, 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_003, M, US, EDU, 26, 7, 6, 5, 3, 468
"Ono, Tomoya", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_041, M, , , , , , , , 
"Onodera, Naoyuki", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_054, , , , , , , , , 
"Onodera, Tamiya", @jp.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_027, M, JP, COM, 82, 18, 12, 26, 18, 969
"Onwuzurike, Lucky", @cs.ucl.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_021, M, UK, EDU, 5, 2, 2, 1, 1, 15
"Onzon, Emmanuel", , 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_006, M, , , , , , , , 
"Ooi, Beng Chin", @comp.nus.edu.sg, 0, 2, 0, 0, 0, 1, , "SIGMOD, Middleware", , , , SIGMOD_17_072, M, SG, EDU, 325, 70, 46, 209, 141, 16490
"Oorschot, Paul C. Van", @scs.carleton.ca, 0, 0, 0, 0, 0, 1, , , , , , SP_17_045, M, CA, EDU, 182, 68, 51, 133, 111, 32609
"Opatrny, Jaroslav", , 0, 0, 0, 0, 0, 1, , , , , , SPAA_17_021, M, , , , , , , , 
"Oprea, Alina", @neu.edu, 0, 3, 0, 0, 0, 0, , "NDSS, CCS, SP", , , , , F, US, EDU, 67, 20, 18, 27, 24, 3148
"Or, Andrew", @princeton.edu, 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_029, M, US, EDU, 6, 4, 4, 4, 4, 196
"Oral, Sarp", @ornl.gov, 0, 0, 0, 0, 0, 2, , , , , , "SC_17_040, HPDC_17_015", M, US, GOV, 78, 15, 13, 24, 19, 686
"Orchard, Dominic", @kent.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_063, M, UK, EDU, 47, 9, 9, 9, 9, 251
"Orda, Ariel", @ee.technion.ac.il, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_033, M, IL, EDU, 175, 39, 25, 82, 47, 8792
"Ordonez, Carlos", @cs.uh.edu, 0, 1, 0, 0, 0, 0, , SIGMOD, , , , , M, US, EDU, 143, 26, 22, 49, 32, 2607
"Orenbach, Meni", , 0, 0, 0, 0, 0, 1, , , , , , EuroSys_17_040, M, , , , , , , , 
"Orf, Leigh", @wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_022, , US, EDU, 34, 8, 8, 8, 8, 313
